380 1648494521
300 1648494548
6600 1648494582
880 1648494602
1260 1648494620
780 1648494627
2480 1648494687
1840 1648494772
1140 1648494783
860 1648494866
3240 1648494904
2260 1648494963
120 1648494964
6960 1648494971
1040 1648494994
9820 1648495005
660 1648495262
480 1648495268
960 1648495304
900 1648495306
1220 1648495323
4160 1648495359
2000 1648495464
1860 1648495522
660 1648495536
2660 1648495572
440 1648495610
3300 1648495632
520 1648495776
3840 1648495808
2380 1648495868
3020 1648495872
1740 1648495926
880 1648496087
3800 1648496129
700 1648496160
4820 1648496184
4960 1648496256
1220 1648496345
1180 1648496389
260 1648496408
1300 1648496450
2280 1648496518
5720 1648496602
4260 1648496732
1120 1648496812
7740 1648496849
1200 1648496884
420 1648496896
5760 1648496950
900 1648497163
420 1648497165
7420 1648497196
1740 1648497375
3100 1648497384
1840 1648497440
1280 1648497535
4940 1648497545
2100 1648497606
480 1648497645
700 1648497700
480 1648497829
2200 1648497851
2340 1648497955
5420 1648498026
3900 1648498031
220 1648498068
2960 1648498102
380 1648498112
2360 1648498121
1840 1648498155
540 1648498173
8880 1648498227
1400 1648498237
3680 1648498262
5040 1648498264
1860 1648498304
1960 1648498350
3980 1648498504
6140 1648498579
680 1648498703
440 1648498723
1360 1648498744
2480 1648498855
200 1648498863
5620 1648498866
400 1648498937
820 1648499002
1380 1648499136
500 1648499158
5060 1648499168
4300 1648499246
4560 1648499247
1480 1648499315
400 1648499409
1800 1648499414
140 1648499490
4280 1648499518
3300 1648499583
700 1648499668
5760 1648499672
1620 1648499869
2300 1648499891
960 1648500078
3340 1648500159
2400 1648500161
8140 1648500163
5140 1648500165
940 1648500223
1900 1648500339
7260 1648500368
520 1648500482
4280 1648500524
2440 1648500535
1760 1648500544
3120 1648500548
1060 1648500598
900 1648500601
3160 1648500607
1200 1648500634
4000 1648500663
3760 1648500681
1040 1648501067
1580 1648501094
500 1648501107
3860 1648501143
580 1648501171
980 1648501194
2440 1648501200
2020 1648501393
2760 1648501413
600 1648501538
1160 1648501549
220 1648501551
1900 1648501563
3760 1648501613
5000 1648501623
260 1648501657
2620 1648501697
6540 1648501712
460 1648501740
4060 1648501746
3700 1648501771
4040 1648501779
2340 1648501789
300 1648501840
2080 1648501851
2140 1648501884
1360 1648501885
5080 1648501912
2040 1648501919
1280 1648502045
700 1648502068
680 1648502107
5540 1648502125
540 1648502232
1120 1648502269
500 1648502312
600 1648502332
820 1648502352
660 1648502380
80 1648502420
1100 1648502469
480 1648502558
1880 1648502607
260 1648502655
1360 1648502743
1380 1648502768
160 1648502867
720 1648502876
1920 1648502934
1900 1648502980
10400 1648503017
120 1648503057
1160 1648503260
120 1648503354
240 1648503367
180 1648503434
100 1648503460
2000 1648503546
1540 1648503609
2880 1648503716
380 1648503742
1980 1648503770
1920 1648503781
3820 1648503789
2420 1648503868
820 1648503871
3500 1648503896
720 1648503899
5620 1648504031
1160 1648504060
2100 1648504206
2440 1648504210
5180 1648504222
560 1648504359
3180 1648504360
740 1648504417
1700 1648504461
2580 1648504672
480 1648504722
520 1648504748
2660 1648504763
4400 1648504776
3940 1648504879
10320 1648504898
240 1648504928
500 1648504992
1160 1648504992
680 1648505264
660 1648505522
2840 1648505560
2540 1648505574
6180 1648505594
700 1648505610
4120 1648505628
1020 1648505795
500 1648505839
1120 1648505888
180 1648505931
1900 1648505946
11860 1648505966
580 1648506112
2420 1648506167
7720 1648506216
1100 1648506245
7620 1648506313
300 1648506332
2360 1648506363
1420 1648506500
940 1648506511
6320 1648506523
2040 1648506583
720 1648506642
1300 1648506692
340 1648506778
7200 1648506908
8300 1648506922
4340 1648507158
1720 1648507252
1580 1648507437
160 1648507464
240 1648507508
2940 1648507617
4060 1648507686
480 1648507688
340 1648507692
1840 1648507699
400 1648507764
7780 1648507764
1980 1648507837
4380 1648507881
1440 1648507888
1040 1648507917
680 1648507925
1560 1648508027
5020 1648508067
1420 1648508087
460 1648508096
840 1648508108
200 1648508135
1460 1648508185
4080 1648508205
3800 1648508221
1220 1648508284
940 1648508351
6880 1648508391
8300 1648508404
12140 1648508440
3440 1648508599
2260 1648508645
9840 1648508650
2200 1648508654
580 1648508704
1640 1648508704
520 1648508760
4760 1648508805
4940 1648508858
140 1648508991
140 1648508992
680 1648509062
4420 1648509104
1540 1648509169
1380 1648509367
2340 1648509535
980 1648509552
260 1648509576
220 1648509589
3380 1648509597
520 1648509716
340 1648509809
5820 1648509868
440 1648509999
1780 1648510031
180 1648510153
160 1648510270
2280 1648510272
3840 1648510276
1880 1648510283
5940 1648510358
400 1648510396
940 1648510407
680 1648510437
4240 1648510485
160 1648510494
340 1648510612
700 1648510660
3400 1648510665
3340 1648510669
1460 1648510672
620 1648510707
120 1648510716
3760 1648510723
580 1648510797
2920 1648510811
1600 1648510899
800 1648510924
460 1648510952
1040 1648511181
1780 1648511213
2280 1648511255
3740 1648511282
3400 1648511295
2020 1648511373
580 1648511399
7940 1648511413
480 1648511432
2260 1648511489
340 1648511613
1840 1648511782
1360 1648511968
6800 1648512101
1360 1648512213
1460 1648512256
260 1648512286
2200 1648512297
800 1648512321
9440 1648512324
2660 1648512340
3640 1648512343
180 1648512406
4440 1648512441
6940 1648512511
1920 1648512558
