Time (s)	Potential (mV)
2324	48.3996644625
2326	48.9034388876
2328	49.2632777626
2330	48.9034388876
2332	49.4431972001
2334	48.7235194501
2336	49.5151649751
2338	48.8314711126
2340	49.4431972001
2342	48.7954872251
2344	48.7954872251
2346	48.8314711126
2348	48.7235194501
2350	48.3996644625
2352	48.7954872251
2354	48.7235194501
2356	49.1913099876
2358	48.8314711126
2360	48.4716322375
2362	48.2557289125
2364	47.85990615
2366	48.3276966875
2368	48.2557289125
2370	48.075809475
2372	47.3921156125
2374	47.6080189375
2376	47.5360511625
2378	47.5360511625
2380	47.787938375
2382	47.2481800625
2384	46.99629285
2386	47.1762122875
2388	46.924325075
2390	46.8523573
2392	46.4565345375
2394	46.4565345375
2396	46.4565345375
2398	46.348582875
2400	46.2766151
2402	45.5929212375
2404	45.84480845
2406	45.5929212375
2408	45.26906625
2410	45.26906625
2412	45.1251306999
2414	45.1970984749
2416	45.84480845
2418	45.84480845
2420	44.6573401624
2422	45.0531629249
2424	45.1251306999
2426	44.7293079374
2428	44.4774207249
2430	44.4054529499
2432	44.0456140749
2434	44.1895496249
2436	44.0456140749
2438	44.0456140749
2440	44.3334851749
2442	44.1175818499
2444	44.0456140749
2446	43.7217590874
2448	43.9376624124
2450	43.5058557624
2452	43.8656946374
2454	44.2615173999
2456	44.5853723874
2458	45.3770179125
2460	45.1251306999
2462	44.8732434874
2464	44.7293079374
2466	45.3770179125
2468	45.5929212375
2470	45.7368567875
2472	45.8088245625
2474	45.3050501375
2476	45.8088245625
2478	45.84480845
2480	46.060711775
2482	46.348582875
2484	46.2766151
2486	46.6004700875
2488	46.924325075
2490	46.8523573
2492	47.1042445125
2494	47.644002825
2496	47.644002825
2498	47.6080189375
2500	48.0038417
2502	48.14777725
2504	47.644002825
2506	48.219745025
2508	48.2557289125
2510	48.7954872251
2512	48.3276966875
2514	48.7235194501
2516	48.2557289125
2518	48.8314711126
2520	48.8314711126
2522	49.2632777626
2524	48.9034388876
2526	48.7235194501
2528	48.7235194501
2530	48.8314711126
2532	49.2632777626
2534	49.3352455376
2536	48.7954872251
2538	49.1193422126
2540	49.4072133126
2542	49.4072133126
2544	49.5871327501
2546	49.5871327501
2548	49.8750038501
2550	49.4072133126
2552	49.4072133126
2554	49.4431972001
2556	49.5151649751
2558	49.9469716251
2560	49.8030360751
2562	49.6591005251
2564	49.4072133126
2566	48.8314711126
2568	48.8314711126
2570	48.7954872251
2572	48.6515516751
2574	48.219745025
2576	47.931873925
2578	48.8314711126
2580	48.3276966875
2582	48.9034388876
2584	48.7954872251
2586	48.6515516751
2588	47.644002825
2590	47.787938375
2592	48.2557289125
2594	48.4716322375
2596	47.4640833875
2598	48.219745025
2600	47.7159706
2602	47.0322767375
2604	47.1042445125
2606	47.5360511625
2608	47.1042445125
2610	47.3201478375
2612	47.3201478375
2614	46.6004700875
2616	46.42055065
2618	46.060711775
2620	46.348582875
2622	45.916776225
2624	45.7368567875
2626	45.1970984749
2628	45.0531629249
2630	44.9452112624
2632	44.6573401624
2634	44.9811951499
2636	44.7293079374
2638	44.4774207249
2640	44.7293079374
2642	44.9452112624
2644	45.5929212375
2646	45.3770179125
2648	45.26906625
2650	44.9811951499
2652	44.6213562749
2654	44.7293079374
2656	44.0456140749
2658	44.4054529499
2660	44.6573401624
2662	44.9811951499
2664	44.5493884999
2666	45.4489856875
2668	45.6648890125
2670	45.8088245625
2672	45.916776225
2674	45.8088245625
2676	45.7368567875
2678	45.2330823625
2680	45.5929212375
2682	46.2766151
2684	45.988744
2686	46.2766151
2688	46.060711775
2690	45.6648890125
2692	45.988744
2694	46.204647325
2696	46.4565345375
2698	47.0322767375
2700	46.348582875
2702	46.42055065
2704	46.5285023125
2706	47.2481800625
2708	47.6080189375
2710	47.4640833875
2712	48.075809475
2714	46.780389525
2716	46.99629285
2718	47.0322767375
2720	47.3201478375
2722	47.931873925
2724	47.644002825
2726	47.7159706
2728	48.0038417
2730	47.787938375
2732	48.5795839
2734	48.2557289125
2736	48.3276966875
2738	48.219745025
2740	48.7235194501
2742	48.2557289125
2744	48.2557289125
2746	48.2557289125
2748	48.4716322375
2750	48.7954872251
2752	48.5436000125
2754	48.7954872251
2756	48.9754066626
2758	48.3276966875
2760	48.7954872251
2762	48.8314711126
2764	48.8314711126
2766	48.5795839
2768	48.2557289125
2770	48.6515516751
2772	48.2557289125
2774	48.8314711126
2776	49.5151649751
2778	49.5151649751
2780	48.8314711126
2782	48.7235194501
2784	48.8314711126
2786	48.7954872251
2788	48.2557289125
2790	48.6515516751
2792	48.3996644625
2794	48.3276966875
2796	48.2557289125
2798	48.219745025
2800	48.5795839
2802	48.3276966875
2804	48.219745025
2806	47.6080189375
2808	47.4640833875
2810	47.6080189375
2812	47.5360511625
2814	46.99629285
2816	47.068260625
2818	47.0322767375
2820	47.3201478375
2822	46.5285023125
2824	46.7444056375
2826	46.780389525
2828	47.068260625
2830	46.42055065
2832	46.5285023125
2834	46.42055065
2836	46.8523573
2838	46.42055065
2840	46.060711775
2842	45.84480845
2844	45.7368567875
2846	46.4565345375
2848	45.916776225
2850	45.84480845
2852	45.916776225
2854	45.5209534625
2856	45.26906625
2858	45.3770179125
2860	45.1251306999
2862	45.2330823625
2864	45.1970984749
2866	45.2330823625
2868	45.5929212375
2870	45.1970984749
2872	45.7368567875
2874	45.4489856875
2876	45.2330823625
2878	45.8088245625
2880	45.7368567875
2882	45.2330823625
2884	45.2330823625
2886	45.2330823625
2888	45.84480845
2890	45.2330823625
2892	45.2330823625
2894	45.6648890125
2896	45.8088245625
2898	46.42055065
2900	46.5285023125
2902	45.84480845
2904	45.84480845
2906	46.42055065
2908	46.5285023125
2910	47.0322767375
2912	47.5360511625
2914	47.3921156125
2916	47.5360511625
2918	47.7159706
2920	47.5360511625
2922	47.5360511625
2924	48.219745025
2926	48.2557289125
2928	47.787938375
2930	48.219745025
