Time (s)	Potential (mV)
2894	-755.804237299
2896	-755.660301749
2898	-755.660301749
2900	-756.379979499
2902	-756.775802261
2904	-756.919737811
2906	-756.775802261
2908	-756.236043949
2910	-756.847770036
2912	-757.063673361
2914	-756.919737811
2916	-756.451947274
2918	-756.919737811
2920	-756.847770036
2922	-757.387528349
2924	-756.775802261
2926	-757.459496124
2928	-757.531463899
2930	-756.847770036
2932	-756.703834486
2934	-756.703834486
2936	-756.308011724
2938	-756.703834486
2940	-756.308011724
2942	-756.236043949
2944	-756.056124511
2946	-756.236043949
2948	-755.660301749
2950	-755.876205074
2952	-755.876205074
2954	-756.056124511
2956	-755.876205074
2958	-755.660301749
2960	-755.192511211
2962	-755.192511211
2964	-755.516366199
2966	-755.660301749
2968	-755.264478986
2970	-755.048575661
2972	-755.372430649
2974	-754.976607886
2976	-754.976607886
2978	-754.724720674
2980	-754.976607886
2982	-755.192511211
2984	-754.436849574
2986	-754.077010699
2988	-754.184962361
2990	-754.580785124
2992	-754.184962361
2994	-754.256930136
2996	-754.364881799
2998	-753.861107374
3000	-753.789139599
3002	-753.573236274
3004	-753.321349061
3006	-754.005042924
3008	-752.853558524
3010	-753.249381286
3012	-753.321349061
3014	-753.465284611
3016	-753.249381286
3018	-753.465284611
3020	-753.177413511
3022	-753.393316836
3024	-753.321349061
3026	-753.321349061
3028	-753.933075149
3030	-753.933075149
3032	-753.933075149
3034	-754.508817349
3036	-753.501268499
3038	-753.933075149
3040	-753.393316836
3042	-754.077010699
3044	-754.077010699
3046	-754.580785124
3048	-755.120543436
3050	-755.192511211
3052	-754.508817349
3054	-755.120543436
3056	-754.832672336
3058	-754.652752899
3060	-754.328897911
3062	-754.328897911
3064	-754.976607886
3066	-755.120543436
3068	-755.192511211
3070	-755.120543436
3072	-755.516366199
3074	-755.192511211
3076	-755.660301749
3078	-755.264478986
3080	-755.516366199
3082	-755.372430649
3084	-755.048575661
3086	-755.876205074
3088	-755.804237299
3090	-754.364881799
3092	-755.048575661
3094	-755.660301749
3096	-756.308011724
3098	-756.308011724
3100	-755.660301749
3102	-755.660301749
3104	-755.876205074
3106	-756.128092286
3108	-755.912188961
3110	-755.876205074
3112	-755.516366199
3114	-756.236043949
3116	-756.308011724
3118	-756.236043949
3120	-756.056124511
3122	-756.487931161
3124	-755.804237299
3126	-756.236043949
3128	-756.236043949
3130	-755.804237299
3132	-755.804237299
3134	-755.876205074
3136	-755.876205074
3138	-755.588333974
3140	-755.588333974
3142	-755.516366199
3144	-755.444398424
3146	-755.660301749
3148	-756.308011724
3150	-755.732269524
3152	-755.516366199
3154	-756.308011724
3156	-756.236043949
3158	-755.588333974
3160	-755.732269524
3162	-755.300462874
3164	-755.732269524
3166	-755.300462874
3168	-755.300462874
3170	-755.300462874
3172	-754.724720674
3174	-754.256930136
3176	-754.760704561
3178	-754.796688449
3180	-755.372430649
3182	-754.184962361
3184	-754.832672336
3186	-753.321349061
3188	-755.588333974
3190	-753.249381286
3192	-755.372430649
3194	-752.601671311
3196	-754.688736786
3198	-752.925526299
3200	-754.508817349
3202	-753.933075149
3204	-754.041026811
3206	-754.256930136
3208	-753.645204049
3210	-753.933075149
3212	-752.457735761
3214	-754.077010699
3216	-753.573236274
3218	-754.904640111
3220	-752.565687424
3222	-754.328897911
3224	-752.313800211
3226	-754.832672336
3228	-752.709622974
3230	-755.444398424
3232	-752.565687424
3234	-754.112994586
3236	-752.853558524
3238	-753.861107374
3240	-753.789139599
3242	-754.364881799
3244	-753.717171824
3246	-752.709622974
3248	-752.637655199
3250	-752.385767986
3252	-754.005042924
3254	-753.249381286
3256	-753.969059036
3258	-753.177413511
3260	-753.789139599
3262	-752.385767986
3264	-754.256930136
3266	-753.249381286
3268	-755.048575661
3270	-753.249381286
3272	-754.508817349
3274	-753.573236274
3276	-755.120543436
3278	-754.652752899
3280	-754.760704561
3282	-753.465284611
3284	-753.861107374
3286	-754.005042924
3288	-753.789139599
3290	-754.724720674
3292	-755.048575661
3294	-755.588333974
3296	-754.652752899
3298	-754.796688449
3300	-754.724720674
3302	-755.120543436
3304	-754.580785124
3306	-755.732269524
3308	-754.436849574
3310	-755.264478986
3312	-753.933075149
3314	-755.444398424
3316	-754.760704561
3318	-755.444398424
3320	-755.300462874
3322	-755.264478986
3324	-754.580785124
3326	-755.048575661
3328	-754.976607886
3330	-755.120543436
3332	-755.588333974
3334	-755.192511211
3336	-755.588333974
3338	-754.364881799
3340	-756.056124511
3342	-755.120543436
3344	-755.516366199
3346	-754.652752899
3348	-754.976607886
3350	-754.580785124
3352	-755.264478986
3354	-754.508817349
3356	-755.876205074
3358	-755.372430649
3360	-755.444398424
3362	-755.120543436
3364	-754.724720674
3366	-755.192511211
3368	-755.048575661
3370	-755.732269524
3372	-754.832672336
3374	-754.976607886
3376	-754.508817349
3378	-754.652752899
3380	-754.580785124
3382	-754.976607886
3384	-753.861107374
3386	-754.976607886
3388	-754.364881799
3390	-754.976607886
3392	-754.364881799
3394	-754.508817349
3396	-754.005042924
3398	-754.652752899
3400	-753.933075149
3402	-754.724720674
3404	-754.580785124
3406	-754.364881799
3408	-754.328897911
3410	-753.645204049
3412	-754.364881799
3414	-753.789139599
3416	-753.717171824
3418	-753.501268499
3420	-753.177413511
3422	-753.105445736
3424	-753.465284611
3426	-753.393316836
3428	-753.501268499
3430	-753.465284611
3432	-753.177413511
3434	-753.321349061
3436	-753.645204049
3438	-754.005042924
3440	-754.112994586
3442	-754.005042924
3444	-753.465284611
3446	-753.717171824
3448	-754.112994586
3450	-754.760704561
3452	-754.005042924
3454	-754.184962361
3456	-753.717171824
3458	-754.436849574
3460	-753.933075149
3462	-753.933075149
3464	-754.652752899
3466	-754.724720674
3468	-754.904640111
3470	-753.933075149
3472	-754.328897911
3474	-754.580785124
3476	-754.652752899
3478	-754.508817349
3480	-754.652752899
3482	-754.580785124
3484	-754.292914024
3486	-755.192511211
3488	-754.436849574
3490	-755.192511211
3492	-754.724720674
3494	-754.652752899
3496	-755.120543436
3498	-754.904640111
3500	-754.976607886
3502	-755.876205074
3504	-755.120543436
3506	-755.192511211
3508	-755.264478986
3510	-754.976607886
3512	-755.300462874
3514	-755.516366199
3516	-756.164076174
3518	-755.048575661
3520	-755.120543436
3522	-754.832672336
3524	-755.588333974
3526	-756.128092286
3528	-755.804237299
3530	-755.840221186
3532	-755.876205074
3534	-755.660301749
3536	-756.308011724
3538	-756.308011724
3540	-756.523915049
3542	-756.164076174
3544	-755.912188961
3546	-755.732269524
3548	-755.840221186
3550	-755.876205074
3552	-755.912188961
3554	-756.056124511
3556	-755.588333974
3558	-756.236043949
3560	-755.804237299
3562	-756.236043949
3564	-756.236043949
3566	-756.379979499
3568	-756.056124511
3570	-755.516366199
3572	-754.904640111
3574	-755.516366199
3576	-755.660301749
3578	-755.732269524
3580	-755.264478986
3582	-755.120543436
3584	-754.904640111
3586	-755.264478986
3588	-754.832672336
3590	-755.120543436
3592	-754.976607886
3594	-754.256930136
3596	-754.652752899
3598	-754.256930136
3600	-755.732269524
