Time (s)	Potential (mV)
816	-767.642936287
818	-767.247113524
820	-765.483903036
822	-765.160048049
824	-763.828644211
826	-763.072982574
828	-761.381739861
830	-760.374191011
832	-759.402626049
834	-759.186722724
836	-758.251141649
838	-757.387528349
840	-755.984156736
842	-754.688736786
844	-753.249381286
846	-752.709622974
848	-751.702074124
850	-750.586573611
852	-749.183201998
854	-747.851798161
856	-746.736297648
858	-746.196539336
860	-746.052603786
862	-744.253409411
864	-743.929554423
866	-743.137908898
868	-742.598150586
870	-741.482650073
872	-741.770521173
874	-740.870923986
876	-740.798956211
878	-739.791407361
880	-739.683455698
882	-738.711890736
884	-738.999761836
886	-738.999761836
888	-739.071729611
890	-738.711890736
892	-738.855826286
894	-738.064180761
896	-737.884261323
898	-737.992212986
900	-738.927794061
902	-740.259197898
904	-740.259197898
906	-740.870923986
908	-740.726988436
910	-741.770521173
912	-741.266746748
914	-742.238311711
916	-741.914456723
918	-743.065941123
920	-744.469312736
922	-745.656781023
924	-746.124571561
926	-747.240072073
928	-747.851798161
930	-748.535492023
932	-749.650992536
934	-750.766493049
936	-751.666090236
938	-752.529703536
940	-753.789139599
942	-754.256930136
944	-755.804237299
946	-756.308011724
948	-757.783351111
950	-758.790899961
952	-760.050336024
954	-759.762464924
956	-760.913949324
958	-761.201820424
960	-762.101417611
962	-763.432821449
964	-764.368402524
966	-764.908160836
968	-765.843741911
970	-766.959242424
972	-767.642936287
974	-768.830404574
976	-769.442130662
978	-769.370162887
980	-769.442130662
982	-769.658033987
984	-770.377711737
986	-770.845502274
988	-771.457228362
990	-771.169357262
992	-771.709115574
994	-771.925018899
996	-771.925018899
998	-771.781083349
1000	-772.644696649
1002	-771.853051124
1004	-771.493212249
1006	-771.313292812
1008	-770.953453937
1010	-770.485663399
1012	-770.233776187
1014	-770.629598949
1016	-769.370162887
1018	-769.298195112
1020	-768.326630149
1022	-767.894823499
1024	-766.635387436
1026	-766.671371324
1028	-766.059645236
1030	-765.088080274
1032	-763.648724774
1034	-763.360853674
1036	-762.461256486
1038	-762.389288711
1040	-761.273788199
1042	-760.518126561
1044	-759.366642161
1046	-758.574996636
1048	-757.675399449
1050	-756.919737811
1052	-756.379979499
1054	-755.588333974
1056	-754.724720674
1058	-753.177413511
1060	-752.709622974
1062	-751.702074124
1064	-750.982396374
1066	-750.262718624
1068	-750.190750849
1070	-748.175653148
1072	-748.067701486
1074	-746.808265423
1076	-746.808265423
1078	-746.664329873
1080	-745.368909923
1082	-745.368909923
1084	-744.937103273
1086	-744.397344961
1088	-743.569715548
1090	-743.281844448
1092	-743.137908898
1094	-742.598150586
1096	-742.166343936
1098	-742.166343936
1100	-742.670118361
1102	-742.310279486
1104	-742.454215036
1106	-742.526182811
1108	-742.670118361
1110	-743.137908898
1112	-742.993973348
1114	-743.137908898
1116	-743.713651098
1118	-743.857586648
1120	-743.317828336
1122	-743.893570536
1124	-745.081038823
1126	-744.793167723
1128	-745.584813248
1130	-746.304490998
1132	-746.880233198
1134	-746.844249311
1136	-747.995733711
1138	-748.967298673
1140	-749.579024761
1142	-750.334686399
1144	-751.522154686
1146	-752.277816324
1148	-752.637655199
1150	-753.321349061
1152	-754.328897911
1154	-754.976607886
1156	-755.372430649
1158	-756.703834486
1160	-756.667850599
1162	-757.783351111
1164	-758.107206099
1166	-759.834432699
1168	-760.050336024
1170	-760.913949324
1172	-761.237804311
1174	-762.317320936
1176	-762.389288711
1178	-763.360853674
1180	-763.252902011
1182	-764.260450861
1184	-764.872176949
1186	-764.584305849
1188	-765.771774136
1190	-765.555870811
1192	-765.591854699
1194	-766.311532449
1196	-766.887274649
1198	-767.031210199
1200	-767.319081299
1202	-767.247113524
1204	-767.894823499
1206	-767.642936287
1208	-768.254662374
1210	-767.966791274
1212	-767.247113524
1214	-767.642936287
1216	-767.031210199
1218	-767.499000737
1220	-766.599403549
1222	-767.247113524
1224	-766.599403549
1226	-765.375951374
1228	-765.447919149
1230	-765.699806361
1232	-764.872176949
1234	-763.972579761
1236	-763.576756999
1238	-763.108966461
1240	-762.641175924
1242	-762.245353161
1244	-761.525675411
1246	-761.705594849
1248	-760.698045999
1250	-760.230255461
1252	-759.402626049
1254	-758.646964411
1256	-758.107206099
1258	-758.179173874
1260	-756.631866711
1262	-756.236043949
1264	-755.516366199
1266	-754.904640111
1268	-753.933075149
1270	-753.321349061
1272	-752.853558524
1274	-752.061912999
1276	-751.450186911
1278	-751.234283586
1280	-750.982396374
1282	-750.046815298
1284	-749.399105323
1286	-749.039266448
1288	-748.607459798
1290	-747.779830386
1292	-747.384007623
1294	-747.384007623
1296	-746.808265423
1298	-746.808265423
1300	-745.764732686
1302	-745.440877698
1304	-745.368909923
1306	-745.368909923
1308	-745.512845473
1310	-745.656781023
1312	-745.584813248
1314	-745.584813248
1316	-745.332926036
1318	-745.368909923
1320	-745.117022711
1322	-745.656781023
1324	-745.656781023
1326	-745.260958261
1328	-745.656781023
1330	-746.664329873
1332	-745.656781023
1334	-746.736297648
1336	-746.844249311
1338	-748.247620923
1340	-748.103685373
1342	-748.679427573
1344	-748.535492023
1346	-749.255169773
1348	-749.111234223
1350	-749.722960311
1352	-750.190750849
1354	-751.522154686
1356	-751.162315811
1358	-752.133880774
1360	-752.961510186
1362	-752.889542411
1364	-753.789139599
1366	-754.184962361
1368	-754.976607886
1370	-754.904640111
1372	-755.516366199
1374	-756.703834486
1376	-757.063673361
1378	-757.459496124
1380	-758.718932186
1382	-758.790899961
1384	-760.050336024
1386	-759.726481036
1388	-760.590094336
1390	-761.129852649
1392	-761.201820424
1394	-762.173385386
1396	-762.713143699
1398	-762.713143699
1400	-762.929047024
1402	-763.648724774
1404	-763.972579761
1406	-764.044547536
1408	-764.260450861
1410	-764.800209174
1412	-764.584305849
1414	-765.124064161
1416	-764.872176949
1418	-765.303983599
1420	-765.124064161
1422	-764.368402524
1424	-764.728241399
1426	-765.124064161
1428	-765.124064161
1430	-764.980128611
1432	-764.800209174
1434	-764.872176949
1436	-764.656273624
1438	-764.188483086
1440	-764.044547536
1442	-763.576756999
1444	-763.180934236
1446	-762.461256486
1448	-762.461256486
1450	-761.777562624
1452	-761.201820424
1454	-761.129852649
1456	-761.129852649
1458	-760.230255461
1460	-760.086319911
1462	-758.898851624
1464	-758.251141649
1466	-757.675399449
1468	-757.603431674
1470	-757.531463899
1472	-756.847770036
1474	-756.559898936
1476	-755.660301749
1478	-754.904640111
1480	-753.861107374
1482	-753.249381286
1484	-753.105445736
1486	-752.853558524
1488	-752.205848549
1490	-752.133880774
1492	-751.054364149
1494	-751.054364149
1496	-750.334686399
1498	-750.190750849
1500	-749.507056986
1502	-748.931314786
1504	-748.535492023
1506	-749.255169773
1508	-748.607459798
1510	-748.535492023
1512	-748.247620923
1514	-747.923765936
1516	-747.455975398
1518	-747.455975398
1520	-747.455975398
1522	-747.132120411
1524	-747.995733711
1526	-747.995733711
1528	-747.527943173
1530	-747.384007623
1532	-747.455975398
1534	-747.923765936
1536	-747.995733711
1538	-747.995733711
1540	-748.679427573
1542	-747.779830386
1544	-747.851798161
1546	-748.067701486
1548	-748.787379236
1550	-748.859347011
1552	-749.111234223
1554	-749.579024761
1556	-750.514605836
1558	-750.334686399
1560	-750.910428599
1562	-751.054364149
1564	-752.133880774
1566	-752.565687424
1568	-752.925526299
1570	-753.393316836
1572	-753.717171824
1574	-754.652752899
1576	-754.328897911
1578	-755.048575661
1580	-755.120543436
1582	-756.775802261
1584	-756.379979499
1586	-756.379979499
1588	-756.631866711
1590	-756.991705586
1592	-757.459496124
1594	-758.179173874
1596	-758.503028861
1598	-759.330658274
1600	-759.978368249
1602	-760.230255461
1604	-760.446158786
1606	-761.525675411
1608	-762.173385386
1610	-762.101417611
1612	-762.461256486
1614	-762.317320936
1616	-762.713143699
1618	-762.389288711
1620	-762.929047024
1622	-763.324869786
1624	-763.648724774
1626	-762.929047024
1628	-763.360853674
1630	-763.180934236
1632	-763.036998686
1634	-763.001014799
1636	-762.929047024
1638	-762.857079249
1640	-763.252902011
1642	-763.072982574
1644	-763.180934236
1646	-763.072982574
1648	-763.360853674
1650	-762.857079249
1652	-762.785111474
1654	-762.785111474
1656	-762.461256486
1658	-762.173385386
1660	-761.849530399
1662	-761.273788199
1664	-760.662062111
1666	-760.446158786
1668	-759.510577711
1670	-759.258690499
1672	-759.474593824
1674	-758.503028861
1676	-758.251141649
1678	-758.574996636
1680	-758.035238324
1682	-757.387528349
1684	-756.631866711
1686	-756.164076174
1688	-755.876205074
1690	-755.732269524
1692	-755.264478986
1694	-754.508817349
1696	-753.933075149
1698	-753.501268499
1700	-753.321349061
1702	-752.781590749
1704	-752.565687424
1706	-752.313800211
1708	-751.989945224
1710	-752.061912999
1712	-751.522154686
1714	-750.982396374
1716	-751.378219136
1718	-751.234283586
1720	-750.406654174
1722	-750.334686399
1724	-750.118783073
1726	-750.334686399
1728	-749.363121436
1730	-749.794928086
1732	-749.255169773
1734	-749.794928086
1736	-749.255169773
1738	-749.111234223
1740	-749.111234223
1742	-749.255169773
1744	-749.650992536
1746	-748.967298673
1748	-749.650992536
1750	-749.111234223
1752	-749.255169773
1754	-748.643443686
1756	-749.722960311
1758	-749.722960311
1760	-750.334686399
1762	-750.118783073
1764	-750.478621949
1766	-750.478621949
1768	-751.846009674
1770	-751.774041899
1772	-752.061912999
1774	-751.989945224
1776	-752.565687424
1778	-752.853558524
1780	-753.177413511
1782	-753.933075149
1784	-753.465284611
1786	-754.724720674
1788	-754.328897911
1790	-754.976607886
1792	-755.192511211
1794	-755.588333974
1796	-755.588333974
1798	-756.164076174
1800	-756.164076174
1802	-756.847770036
1804	-756.451947274
1806	-756.919737811
1808	-757.531463899
1810	-758.107206099
1812	-757.603431674
1814	-758.359093311
1816	-758.718932186
1818	-759.402626049
1820	-759.330658274
1822	-759.510577711
1824	-759.906400474
1826	-759.726481036
1828	-759.906400474
1830	-760.158287686
1832	-760.985917099
1834	-761.057884874
1836	-761.273788199
1838	-761.777562624
1840	-761.273788199
1842	-761.273788199
1844	-761.381739861
1846	-761.525675411
1848	-762.245353161
1850	-761.777562624
1852	-762.101417611
1854	-761.777562624
1856	-761.561659299
1858	-761.237804311
1860	-761.201820424
1862	-761.057884874
1864	-760.662062111
1866	-759.834432699
1868	-760.446158786
1870	-759.330658274
1872	-759.762464924
1874	-759.906400474
1876	-759.510577711
1878	-759.114754949
1880	-758.790899961
1882	-758.790899961
1884	-758.646964411
1886	-758.862867736
1888	-758.107206099
1890	-757.963270549
1892	-757.531463899
1894	-756.847770036
1896	-755.876205074
1898	-755.732269524
1900	-755.876205074
1902	-755.660301749
1904	-754.832672336
1906	-754.832672336
1908	-753.861107374
1910	-753.861107374
1912	-753.933075149
1914	-753.177413511
1916	-753.177413511
1918	-752.565687424
1920	-752.709622974
1922	-753.321349061
1924	-752.529703536
1926	-751.917977449
1928	-751.666090236
1930	-751.702074124
1932	-751.054364149
1934	-751.054364149
1936	-751.306251361
1938	-750.982396374
1940	-751.054364149
1942	-750.982396374
1944	-750.910428599
1946	-750.586573611
1948	-750.514605836
1950	-750.658541386
1952	-750.730509161
1954	-750.910428599
1956	-751.594122461
1958	-751.378219136
1960	-751.666090236
1962	-751.702074124
1964	-751.522154686
1966	-751.594122461
1968	-752.205848549
1970	-751.846009674
1972	-751.666090236
1974	-751.522154686
1976	-751.522154686
1978	-752.133880774
1980	-753.033477961
1982	-753.393316836
1984	-753.465284611
1986	-753.465284611
1988	-753.861107374
1990	-754.652752899
1992	-754.652752899
1994	-755.300462874
1996	-754.832672336
1998	-755.192511211
2000	-755.192511211
2002	-755.444398424
2004	-755.588333974
2006	-756.056124511
2008	-756.308011724
2010	-756.308011724
2012	-756.631866711
2014	-757.459496124
2016	-757.531463899
2018	-757.531463899
2020	-757.855318886
2022	-757.711383336
2024	-757.927286661
2026	-758.251141649
2028	-758.718932186
2030	-758.395077199
2032	-759.042787174
2034	-759.186722724
2036	-759.042787174
2038	-759.258690499
2040	-759.330658274
2042	-759.186722724
2044	-759.474593824
2046	-759.402626049
2048	-759.582545486
2050	-759.978368249
2052	-760.050336024
2054	-759.906400474
2056	-759.762464924
2058	-759.762464924
2060	-760.230255461
2062	-760.518126561
2064	-760.446158786
2066	-760.590094336
2068	-760.518126561
2070	-760.446158786
2072	-760.050336024
2074	-759.978368249
2076	-759.186722724
2078	-759.330658274
2080	-759.474593824
2082	-758.646964411
2084	-758.718932186
2086	-758.718932186
2088	-758.790899961
2090	-758.251141649
2092	-758.503028861
2094	-757.963270549
2096	-757.315560574
2098	-756.451947274
2100	-756.631866711
2102	-756.667850599
2104	-756.991705586
2106	-756.847770036
2108	-756.847770036
2110	-756.056124511
2112	-756.236043949
2114	-755.876205074
2116	-755.876205074
2118	-755.300462874
2120	-755.264478986
2122	-755.120543436
2124	-754.580785124
2126	-754.077010699
2128	-753.645204049
2130	-753.861107374
2132	-754.005042924
2134	-753.393316836
2136	-753.501268499
2138	-753.249381286
2140	-752.781590749
2142	-753.105445736
2144	-752.277816324
2146	-752.709622974
2148	-752.313800211
2150	-752.709622974
2152	-752.277816324
2154	-752.709622974
2156	-751.594122461
2158	-752.277816324
2160	-751.702074124
2162	-751.917977449
2164	-751.917977449
2166	-752.565687424
2168	-751.702074124
2170	-751.989945224
2172	-752.205848549
2174	-752.277816324
2176	-752.277816324
2178	-752.277816324
2180	-752.457735761
2182	-752.709622974
2184	-752.709622974
2186	-752.385767986
2188	-752.709622974
2190	-753.393316836
2192	-753.393316836
2194	-753.573236274
2196	-753.789139599
2198	-753.717171824
2200	-754.041026811
2202	-754.256930136
2204	-754.436849574
2206	-754.292914024
2208	-755.048575661
2210	-755.876205074
2212	-755.048575661
2214	-755.588333974
2216	-755.876205074
2218	-755.876205074
2220	-755.660301749
2222	-755.732269524
2224	-756.451947274
2226	-756.847770036
2228	-756.379979499
2230	-756.775802261
2232	-757.459496124
2234	-756.775802261
2236	-756.379979499
2238	-756.991705586
2240	-757.063673361
2242	-756.775802261
2244	-756.703834486
2246	-758.107206099
2248	-758.179173874
2250	-758.251141649
2252	-758.035238324
2254	-758.718932186
2256	-758.359093311
2258	-758.646964411
2260	-758.251141649
2262	-758.179173874
2264	-758.035238324
2266	-758.646964411
2268	-759.186722724
2270	-759.114754949
2272	-758.862867736
2274	-758.431061086
2276	-758.179173874
2278	-758.251141649
2280	-759.510577711
2282	-758.862867736
2284	-758.503028861
2286	-757.891302774
2288	-757.783351111
2290	-758.035238324
2292	-758.251141649
2294	-757.963270549
2296	-757.531463899
2298	-757.783351111
2300	-757.243592799
2302	-757.675399449
2304	-757.603431674
2306	-756.919737811
2308	-757.063673361
2310	-756.236043949
2312	-756.991705586
2314	-755.876205074
2316	-756.056124511
2318	-755.588333974
2320	-755.444398424
2322	-754.868656224
2324	-755.120543436
2326	-755.660301749
2328	-754.652752899
2330	-755.048575661
2332	-754.652752899
2334	-755.048575661
2336	-754.436849574
2338	-753.861107374
2340	-753.933075149
2342	-753.573236274
2344	-754.077010699
2346	-753.393316836
2348	-753.177413511
2350	-752.781590749
2352	-752.637655199
2354	-753.105445736
2356	-753.249381286
2358	-752.565687424
2360	-752.781590749
2362	-752.853558524
2364	-753.249381286
2366	-753.249381286
2368	-753.177413511
2370	-753.789139599
2372	-752.385767986
2374	-752.781590749
2376	-752.709622974
2378	-752.853558524
2380	-752.277816324
2382	-752.277816324
2384	-752.781590749
2386	-752.277816324
2388	-752.565687424
2390	-752.853558524
2392	-753.105445736
2394	-752.853558524
2396	-753.321349061
2398	-753.321349061
2400	-753.249381286
2402	-752.277816324
2404	-753.465284611
2406	-753.573236274
2408	-753.321349061
2410	-753.465284611
2412	-753.933075149
2414	-754.077010699
2416	-754.652752899
2418	-754.364881799
2420	-755.192511211
2422	-754.904640111
2424	-754.580785124
2426	-755.300462874
2428	-755.192511211
2430	-755.264478986
2432	-755.192511211
2434	-755.444398424
2436	-755.804237299
2438	-755.876205074
2440	-755.876205074
2442	-756.631866711
2444	-756.308011724
2446	-756.595882824
2448	-756.631866711
2450	-756.991705586
2452	-756.847770036
2454	-756.523915049
2456	-757.171625024
2458	-757.387528349
2460	-757.603431674
2462	-757.387528349
2464	-756.991705586
2466	-757.927286661
2468	-758.287125536
2470	-758.503028861
2472	-758.107206099
2474	-757.891302774
2476	-757.963270549
2478	-758.179173874
2480	-757.927286661
2482	-757.675399449
2484	-758.107206099
2486	-757.675399449
2488	-757.711383336
2490	-757.675399449
2492	-757.387528349
2494	-757.675399449
2496	-757.675399449
2498	-757.459496124
2500	-757.243592799
2502	-757.315560574
2504	-757.063673361
2506	-757.315560574
2508	-756.919737811
2510	-756.703834486
2512	-756.703834486
2514	-756.991705586
2516	-756.379979499
2518	-756.164076174
2520	-756.308011724
2522	-756.236043949
2524	-756.451947274
2526	-756.559898936
2528	-755.732269524
2530	-755.732269524
2532	-755.588333974
2534	-756.164076174
2536	-756.128092286
2538	-755.588333974
2540	-755.660301749
2542	-755.120543436
2544	-754.904640111
2546	-754.652752899
2548	-755.048575661
2550	-754.436849574
2552	-755.264478986
2554	-754.364881799
2556	-754.256930136
2558	-754.976607886
2560	-755.048575661
2562	-754.508817349
2564	-754.580785124
2566	-753.717171824
2568	-753.465284611
2570	-753.465284611
2572	-754.005042924
2574	-753.933075149
2576	-753.393316836
2578	-753.465284611
2580	-753.393316836
2582	-753.249381286
2584	-753.465284611
2586	-753.249381286
2588	-753.249381286
2590	-752.637655199
2592	-753.105445736
2594	-753.249381286
2596	-753.321349061
2598	-752.853558524
2600	-753.933075149
2602	-753.465284611
2604	-754.112994586
2606	-753.249381286
2608	-754.005042924
2610	-753.645204049
2612	-753.465284611
2614	-754.077010699
2616	-753.393316836
2618	-753.249381286
2620	-754.077010699
2622	-753.717171824
2624	-753.933075149
2626	-753.465284611
2628	-754.005042924
2630	-754.652752899
2632	-754.328897911
2634	-754.580785124
2636	-754.508817349
2638	-754.508817349
2640	-754.976607886
2642	-754.976607886
2644	-755.120543436
2646	-754.652752899
2648	-755.804237299
2650	-755.588333974
2652	-755.804237299
2654	-755.192511211
2656	-755.048575661
2658	-755.660301749
2660	-755.732269524
2662	-755.516366199
2664	-756.308011724
2666	-756.919737811
2668	-756.631866711
2670	-756.308011724
2672	-757.063673361
2674	-756.919737811
2676	-756.703834486
2678	-757.459496124
2680	-757.603431674
2682	-757.963270549
2684	-758.179173874
2686	-757.963270549
2688	-758.179173874
2690	-757.459496124
2692	-757.675399449
2694	-757.783351111
2696	-757.063673361
2698	-757.531463899
2700	-757.531463899
2702	-757.855318886
2704	-757.603431674
2706	-757.855318886
2708	-758.107206099
2710	-756.919737811
2712	-756.847770036
2714	-756.703834486
2716	-757.063673361
2718	-756.667850599
2720	-756.487931161
2722	-757.063673361
2724	-756.847770036
2726	-756.919737811
2728	-756.775802261
2730	-756.775802261
2732	-757.315560574
2734	-757.315560574
2736	-757.063673361
2738	-756.559898936
2740	-756.379979499
2742	-755.804237299
2744	-755.732269524
2746	-755.372430649
2748	-755.300462874
2750	-754.688736786
2752	-755.192511211
2754	-754.580785124
2756	-755.048575661
2758	-755.048575661
2760	-754.688736786
2762	-755.048575661
2764	-755.120543436
2766	-754.580785124
2768	-754.005042924
2770	-754.832672336
2772	-754.112994586
2774	-754.112994586
2776	-753.861107374
2778	-754.652752899
2780	-754.005042924
2782	-754.077010699
2784	-754.328897911
2786	-753.933075149
2788	-753.861107374
2790	-753.861107374
2792	-753.933075149
2794	-754.112994586
2796	-754.184962361
2798	-753.861107374
2800	-754.041026811
2802	-753.717171824
2804	-753.861107374
2806	-754.077010699
2808	-754.508817349
2810	-753.465284611
2812	-754.256930136
2814	-753.465284611
2816	-753.321349061
2818	-753.393316836
2820	-753.501268499
2822	-753.465284611
2824	-753.933075149
2826	-753.573236274
2828	-754.077010699
2830	-753.717171824
2832	-754.580785124
2834	-753.717171824
2836	-753.933075149
2838	-754.184962361
2840	-753.789139599
2842	-754.436849574
2844	-754.904640111
2846	-754.652752899
2848	-754.256930136
2850	-754.976607886
2852	-754.760704561
2854	-754.904640111
2856	-754.508817349
2858	-755.120543436
2860	-755.444398424
2862	-755.912188961
2864	-755.516366199
2866	-755.300462874
2868	-755.264478986
2870	-755.120543436
2872	-755.192511211
2874	-755.048575661
2876	-755.300462874
2878	-755.588333974
2880	-755.912188961
2882	-755.804237299
2884	-756.308011724
2886	-756.308011724
2888	-756.523915049
2890	-756.379979499
2892	-755.732269524
